PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;"CODIGO
RENIPRESS
MODULAR";NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;BELLAVISTA;SAN RAFAEL;GD-4;00006516;LA LIBERTAD;I-2;REGIONAL;NO;NO;-702984593;-7647328541;JR. JOSE OLAYA S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;BELLAVISTA;SAN RAFAEL;GD-3;00006515;SAN RAFAEL;I-3;NACIONAL;NO;NO;-702268485;-7646609076;JR. ALFONSO UGARTE /JR. LIMA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;AGUA BLANCA;GD-3;00006496;AGUA BLANCA;I-2;NACIONAL;NO;NO;-672580816;-766920135;JR. ALFONSO UGARTE N° 520 AGUA BLANCA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;GD-4;00006490;HUAJA;I-1;REGIONAL;NO;NO;-659520631;-7675032306;CASERIO HUAJA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SAN JOSE DE SISA;GD-4;00006486;NAUTA;I-1;NACIONAL;NO;NO;-665366544;-7673027305;JR. PROGRESO S/N NAUTA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SAN MARTIN;GD-4;00007392;BUENA VISTA;I-1;NACIONAL;NO;NO;-644290333;-7675270833;LOCALIDAD DE BUENA VISTA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SAN MARTIN;GD-4;00007644;PACAYPAMPA;I-1;NACIONAL;NO;NO;-6376805;-7690111333;JR. GRAU S/N CENTRO POBLADO PACAYPAMPA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SANTA ROSA;GD-3;00006488;SANTA MARTHA;I-1;REGIONAL;NO;NO;-667551154;-7662358674;JR. LUIS VALLE S/N SANTA MARTHA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SHATOJA;GD-3;00006491;AMINIO;I-1;NACIONAL;NO;NO;-655415636;-7668561063;JR. HUMBERTO RODRIGUEZ S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;EL DORADO;SHATOJA;GD-3;00006493;SHATOJA;I-1;REGIONAL;NO;NO;-653101865;-7671940418;CALLE COMERCIO S/N SHATOJA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;GD-2;00006539;PASARRAYA;I-3;NACIONAL;NO;NO;-676566667;-7681486333;JR. MIGUEL GRAU S/N CP PASARRAYA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;HUALLAGA;EL ESLABON;GD-2;00006542;EL ESLABON;I-3;REGIONAL;NO;NO;-702108333;-76722295;JR. MIGUEL GRAU S/N  EL ESLABON
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;HUALLAGA;PISCOYACU;GD-3;00006545;NUEVO SACANCHE;I-2;REGIONAL;NO;NO;-7021915;-76831595;CP NUEVO SACANCHE
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;HUALLAGA;PISCOYACU;GD-2;00006533;PISCOYACU;I-2;NACIONAL;NO;NO;-697809167;-76769155;JR. LIBERTAD 5TA CUADRA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;HUALLAGA;SAPOSOA;GD-2;00006538;EL DORADO;I-3;NACIONAL;NO;NO;-691618;-7686776;AV. SAPOSOA CUADRA 2 EL DORADO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;GD-3;00006350;PACAYZAPA;I-3;REGIONAL;NO;NO;-62720521;-7677392076;JR. ARICA C/1
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;GD-3;00006348;ROQUE;I-3;NACIONAL;NO;NO;-635508185;-7677309781;JR. LIMA Nº 568
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;ALONSO DE ALVARADO;GD-3;00006351;SAN JUAN DE PACAYZAPA;I-1;REGIONAL;NO;NO;-628290632;-7676159618;VICTOR RAUL HAYA DE LA TORRE S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;BARRANQUITA;GD-3;00006434;SANTIAGO DE BORJA;I-1;NACIONAL;NO;NO;-8352281;-76729516;LOCALIDAD SANTIAGO DE BORJA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;CAYNARACHI;GD-4;00006418;ALIANZA;I-2;NACIONAL;NO;NO;-611543012;-7627447811;ALIANZA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;CAYNARACHI;GD-3;00006415;PONGO DEL CAYNARACHI;I-4;NACIONAL;NO;NO;-63314675;-7628721808;JR. CAYNARACHI S/N - PONGO DE CAYNARACHI
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;CUÑUMBUQUI;GD-2;00006396;CUÑUMBUQUE;I-3;REGIONAL;NO;NO;-65124753;-7648339884;JR.BOLOGNESI C/6
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;PINTO RECODO;GD-4;00006342;BETANIA;I-1;NACIONAL;NO;NO;-617012833;-7682498667;LOCALIDAD DE BETANIA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;PINTO RECODO;GD-4;00006409;PINTO RECODO;I-1;REGIONAL;NO;NO;-637943667;-7660488333;LOCALIDAD PINTO RECODO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;LAMAS;SAN ROQUE DE CUMBAZA;GD-3;00006356;PAMASHTO;I-2;REGIONAL;NO;NO;-636191095;-7654630064;PAMASHTO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;GD-2;00006575;CAMPANILLA;I-3;NACIONAL;NO;NO;-748156016;-7665038148;JR. JOSE OLAYA C-2
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;GD-3;00006579;NUEVO JAEN;I-1;NACIONAL;NO;NO;-764735914;-7666425674;CENTRO POBLADO NUEVO JAEN (FRENTE AL CAMPO DEPORTIVO)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;GD-3;00006578;SION;I-1;NACIONAL;SI;NO;-766562288;-7678613402;CENTRO POBLADO SION (FRENTE A LA PLAZA DE ARMAS)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-4;00006568;DOS DE MAYO;I-1;NACIONAL;NO;NO;-718441663;-7706319787;CENTRO POBLADO DOS DE MAYO (FRENTE A LA ESCUELA PRIMARIA)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-3;00006567;HUICUNGO;I-3;NACIONAL;NO;NO;-731638213;-7677513284;JR. ARICA CDRA. 2 (A ESPALDAS DE LA I.E. 118)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;HUICUNGO;GD-4;00006569;SANTA INES;I-1;NACIONAL;NO;NO;-733225311;-7690100925;CENTRO POBLADO SANTA INES (CERCA A LA PLAZA)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PACHIZA;GD-3;00006557;BAGAZAN;I-1;REGIONAL;NO;NO;-722678035;-7685367825;CENTRO POBLADO BAGAZAN (FRENTE AL CAMPO DEPORTIVO)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PACHIZA;GD-4;00006574;NUEVO CHIMBOTE;I-1;NACIONAL;SI;NO;-710936296;-7706042988;CENTRO POBLADO NUEVO CHIMBOTE (FRENTE AL CAMPO DEPORTIVO)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MARISCAL CACERES;PAJARILLO;GD-3;00006563;COSTA RICA;I-1;REGIONAL;NO;NO;-730734078;-7665097948;CENTRO POBLADO COSTA RICA (FRENTE AL CAMPO DEPORTIVO)
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;JEPELACIO;GD-3;00006349;LA HUARPIA;I-3;NACIONAL;NO;NO;-622228351;-768193954;CARRETERA MARGINA FERNANDO BELAUNDE TERRY - CENTRO POBLADO LAHUARPÍA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;JEPELACIO;GD-3;00006340;NUEVO SAN MIGUEL;I-2;NACIONAL;NO;NO;-621341333;-7691594667;JR. CAJAMRCA  S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;JEPELACIO;GD-3;00007238;PUESTO DE SALUD PACAYPITE;I-2;NACIONAL;NO;NO;-620588833;-7689635833;JR. LAMBAYEQUE S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;JEPELACIO;GD-3;00006339;SHUCSHUYACU;I-2;NACIONAL;NO;NO;-615629375;-7689500668;JR. PANAMERICA S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-2;00006319;BUENOS AIRES;I-1;NACIONAL;NO;NO;-591518;-77079845;AV. BUENOS AIRES S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-3;00006282;LA CONQUISTA;I-2;NACIONAL;NO;NO;-587537212;-7718419875;AV. CRISTINO GARCIA S/N VALLE LA CONQUISTA S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-3;00006315;SUGLLAQUIRO;I-2;REGIONAL;NO;NO;-595419654;-7691412962;JR. ALFONSO UGARTE S/N, CENTRO POBLADO SUGLLAQUIRO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;SORITOR;GD-3;00006336;PUESTO DE SALUD SAN MARCOS;I-2;NACIONAL;NO;NO;-6216665;-7711714333;AV. CAJAMARCA N° 225
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;MOYOBAMBA;YANTALO;GD-2;00006318;YANTALO;I-3;NACIONAL;NO;NO;-597394333;-7702134167;JR. LIBERTAD N°403
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;BUENOS AIRES;GD-3;00006463;BUENOS AIRES;I-2;NACIONAL;NO;NO;-678937;-7632944;JR. MARISCAL SUCRE S/N CUADRA 01
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;CASPIZAPA;GD-3;00006471;CASPIZAPA;I-3;NACIONAL;NO;NO;-69562888;-7641980425;JR. SIMON BOLIVAR S/N CASPIZAPA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;PUCACACA;GD-3;00006462;PUCACACA;I-3;NACIONAL;NO;NO;-685136059;-7634464816;JR. LAGUNAS S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SAN HILARION;GD-3;00006470;SAN CRISTOBAL DE SISA;I-3;NACIONAL;NO;NO;-700421637;-7644061952;JR. BOLOGNESI N° 297 SAN CRISTOBAL DE SISA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SHAMBOYACU;GD-4;00006479;ALFONSO UGARTE;I-1;REGIONAL;NO;NO;-699575838;-7616688923;JR. ANTONIO SALAS GUERRA S/N CP ALFONSO UGARTE
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SHAMBOYACU;GD-4;00006902;NUEVO LORETO;I-1;NACIONAL;SI;NO;-721726307;-7606468854;CENTRO POBLADO NUEVO LORETO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SHAMBOYACU;GD-4;00006477;SHAMBOYACU;I-3;NACIONAL;NO;NO;-702222742;-7613245761;JR. LIBERTAD S/N SHAMBOYACU
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SHAMBOYACU;GD-5;00006480;SIMON BOLIVAR;I-1;NACIONAL;NO;NO;-704140342;-7611178055;CENTRO POBLADO SIMON BOLIVAR
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;SHAMBOYACU;GD-4;00006478;VISTA ALEGRE;I-1;NACIONAL;NO;NO;-705233385;-7610153055;VISTA ALEGRE
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;TINGO DE PONASA;GD-4;00006475;LEONCIO PRADO;I-3;NACIONAL;NO;NO;-699146732;-7623352952;JR.LEONCIO PRADO S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;PICOTA;TRES UNIDOS;GD-4;00006467;TRES UNIDOS;I-3;NACIONAL;NO;NO;-680207708;-7623439823;JR. UCAYALI S/N CP TRES UNIDOS
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;AWAJUN;GD-3;00006297;BAJO NARANJILLO;I-3;NACIONAL;NO;NO;-581317377;-7738355845;AV. SAN FRANCISCO S/N CP BAJO NARANJILLO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;GD-3;00006277;SEGUNDA JERUSALEN;I-3;NACIONAL;NO;NO;-598942123;-7727644033;JR. AMAZONAS S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;GD-3;00006300;SAN JUAN RIO SORITOR;I-3;NACIONAL;NO;NO;-586288595;-7734622838;CARRETERA FERNANDO BELAUNDE TERRY CRUCE CON JR TUPAC AMARU CAS. SAN JUAN RIO SORITOR S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;PARDO MIGUEL;GD-4;00006304;AGUAS CLARAS;I-2;NACIONAL;NO;NO;-571642592;-7757181808;JR. FRANCISCO BOLOGNESI CAS. AGUAS CLARAS S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;PARDO MIGUEL;GD-4;00006305;AGUAS VERDES;I-2;NACIONAL;NO;NO;-568653604;-7763401654;JR. CUTERVO/ JR ARQUIMEDES CAS. AGUAS VERDES S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;YORONGOS;GD-3;00006275;PUESTO DE SALUD YORONGOS;I-3;NACIONAL;NO;NO;-614107319;-771432588;JR. SAN MARTIN S-N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;RIOJA;YURACYACU;GD-3;00006281;YURACYACU;I-3;NACIONAL;NO;NO;-59260475;-7722623279;AV. RIOJA  S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;CHAZUTA;GD-4;00006425;AGUANO MUYUNA;I-1;NACIONAL;NO;NO;-66106108;-7614783228;CENTRO POBLADO AGUANO MUYUNA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;CHAZUTA;GD-5;00006427;TUNUNTUNUMBA;I-1;NACIONAL;NO;NO;-657223697;-7609357429;TUNUNTUNUMBA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;HUIMBAYOC;GD-4;00006437;HUIMBAYOC;I-3;NACIONAL;SI;NO;-6416895;-7576868167;JR. SÁNCHEZ CERRO N° 109 - HUIMBAYOC
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;HUIMBAYOC;GD-4;00006447;PUCALLPA;I-1;NACIONAL;SI;NO;-645271167;-7584493333;CP PUCALLPA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;PAPAPLAYA;GD-4;00006449;HOSPITAL RURAL DE PAPAPLAYA;I-3;NACIONAL;NO;NO;-621182554;-7578322836;JR. DOS DE MAYO SN
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;SAUCE;GD-4;00006380;SAUCE;I-3;NACIONAL;NO;NO;-668997287;-7621565248;JR. SAN MARTIN C-4
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;SAN MARTIN;SHAPAJA;GD-2;00006375;SHAPAJA;I-2;NACIONAL;NO;NO;-657519036;-7626451859;JR. LOS CROTOS S/N SHAPAJA
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;NUEVO PROGRESO;GD-3;00006590;MADRE MIA;I-2;NACIONAL;NO;NO;-874844833;-7622319667;PUMA PEREYRA S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;NUEVO PROGRESO;GD-3;00006589;RIO UCHIZA;I-2;NACIONAL;NO;NO;-8404745;-7631778667;JORGE CHÁVEZ S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;POLVORA;GD-3;00006597;NUEVO HORIZONTE;I-3;NACIONAL;NO;NO;-811103333;-76611905;FERNANDO BELAUNDE TERRY - CPM NUEVO HORIZONTE
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;POLVORA;GD-3;00006624;POLVORA;I-2;REGIONAL;NO;NO;-790785044;-7666671492;MIGUEL GRAU S/N
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;SHUNTE;GD-3;00006586;SHUNTE;I-2;NACIONAL;NO;NO;-835222833;-7672959167;CHINCHAYSUYO CDRA-3
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;TOCACHE;GD-2;00006594;NUEVO BAMBAMARCA;I-3;NACIONAL;NO;NO;-814197667;-7659216;OSTEANO ISMINIO CDRA-4
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;GOBIERNO REGIONAL;SAN MARTIN;TOCACHE;TOCACHE;GD-2;00006582;PUSHURUMBO;I-1;NACIONAL;NO;NO;-827730414;-7663992189;CENTRO POBLADO PUSHURUMBO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DE LA FUERZA AEREA DEL PERU;SAN MARTIN;MARISCAL CACERES;JUANJUI;GD-3;00018555;SANIDAD AGRAJ;I-2;FAP;NO;NO;-717614336;-7673470384;JIRON LORETO S/N  BASE FUERZA AEREA DEL PERU
MEDICINA;SEDE CENTRAL;2;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-2;00018077;POLICLINICO POLICIAL MOYOBAMBA;I-3;PNP;NO;NO;-60441596;-76971282;AV. GRAU 451 BARRIO DE CALVARIO
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DE LA POLICIA NACIONAL DEL PERU;SAN MARTIN;TOCACHE;SANTA LUCIA;GD-3;00025272;PUESTO SANITARIO POLICIAL SANTA LUCIA;I-2;PNP;NO;NO;-834429;-76389911;LAS PALMAS
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DEL EJERCITO DEL PERU;SAN MARTIN;SAN MARTIN;SAUCE;GD-4;00026850;POSTA DE SALUD DE LA ESCUELA DE SELVA;I-2;EP;NO;NO;-668354983;-7621445693;SAUCE NUEVA ESPERANZA SN
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DEL EJERCITO DEL PERU;SAN MARTIN;TOCACHE;TOCACHE;GD-2;00028030;ENFERMERÍA MILITAR DEL (BTN FFEE N° 15);I-2;EP;NO;NO;-818569286;-7652192944;HILDEBRANDO SALAZAR
MEDICINA;SEDE CENTRAL;1;SAN MARTIN;SANIDAD DEL EJERCITO DEL PERU;SAN MARTIN;TOCACHE;UCHIZA;GD-3;00028031;ENFERMERIA MILITAR DEL BATALLON DE FUERZAS ESPECIALES N26;I-2;EP;NO;NO;-844087008;-7646100405;MARCELIANO ALVAREZ KM 1
MEDICINA;SEDE CENTRAL;1;TACNA;ESSALUD;TACNA;JORGE BASADRE;ITE;GD-2;00033595;CENTRO DE ATENCION PRIMARIA I ITE;I-2;ESSALUD;NO;NO;-1785815912;-7096999307;PRINCIPAL ZONA EL MIRADOR
MEDICINA;SEDE CENTRAL;1;TACNA;ESSALUD;TACNA;TARATA;TARATA;GD-5;00010192;CENTRO DE ATENCION PRIMARIA I TARATA;I-2;ESSALUD;NO;NO;-1747439949;-7003247841;CALLE BOLOGNESI Nº 551
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CAMILACA;GD-4;00002873;PUESTO DE SALUD CAMILACA;I-2;REGIONAL;NO;NO;-1724371541;-7038776175;AVENIDA TACNA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CANDARAVE;GD-4;00002874;CENTRO DE SALUD CANDARAVE;I-3;NACIONAL;NO;NO;-1727166312;-7025228994;CALLE  SAN  FRANCISCO  S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CANDARAVE;GD-5;00002876;PUESTO DE SALUD HUAYTIRI;I-2;REGIONAL;SI;NO;-1688529212;-7037422979;ANEXO HUAYTIRI S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CANDARAVE;GD-5;00002877;PUESTO DE SALUD SANTA CRUZ;I-2;NACIONAL;NO;NO;-172667836;-7020922353;CALLE YUCAMANI S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CURIBAYA;GD-4;00002878;PUESTO DE SALUD CURIBAYA;I-1;NACIONAL;NO;NO;-1737984927;-7033430334;SALIDA A CANDARAVE
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;HUANUARA;GD-4;00002879;PUESTO DE SALUD HUANUARA;I-2;REGIONAL;NO;NO;-1731276436;-7032165314;CALLE BOLOGNESI S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;JORGE BASADRE;ITE;GD-3;00002900;ITE;I-2;NACIONAL;NO;NO;-1786136383;-7096483227;PAMPA ALTA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;JORGE BASADRE;LOCUMBA;GD-3;00002913;CENTRO DE SALUD LOCUMBA;I-2;NACIONAL;NO;NO;-1761436496;-7076317925;CALLE ALFONSO  UGARTE S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;JORGE BASADRE;LOCUMBA;GD-3;00030609;PUESTO DE SALUD PAMPA SITANA;I-1;NACIONAL;NO;NO;-17614459;-707629369;MIRAVE
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;CALANA;GD-2;00002892;PUESTO DE SALUD CALANA;I-2;REGIONAL;NO;NO;-1794405496;-701890291;GRAL. VARELA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;INCLAN;GD-3;00002915;PUESTO DE SALUD CORUCA;I-2;NACIONAL;NO;NO;-1765209915;-7045779508;ANEXO CORUCA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;INCLAN;GD-3;00002914;PUESTO DE SALUD INCLAN;I-2;NACIONAL;NO;NO;-1779176473;-7049867378;CALLE ALTO RAYO S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PACHIA;GD-5;00002894;PUESTO DE SALUD CAPLINA;I-2;REGIONAL;NO;NO;-1769000538;-6993689991;CPM ALTO CAPLINA S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PACHIA;GD-3;00002893;PUESTO DE SALUD PACHIA;I-2;NACIONAL;NO;NO;-1789642986;-7015478041;CALLE  ARIAS ARAGUEZ S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-5;00002867;CENTRO DE SALUD ALTO PERU;I-3;REGIONAL;SI;NO;-1757480864;-6968069073;CPM. ALTO PERU S/N
MEDICINA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-4;00002897;PUESTO DE SALUD PALCA;I-2;REGIONAL;SI;NO;-1777868669;-699597464;CALLE PALCA S/N CARRETERA TACNA-COLPA
