"INSTITUCIÓN
OFERTANTE";PROFESIÓN;"SEDE DE
ADJUDICACIÓN";"N°
PLAZAS";"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;"GRADO DE
DIFICULTAD";"CÓDIGO
RENIPRESS";"NOMBRE DE
ESTABLECIMIENTO";CATEGORÍA;PRESUPUESTO;ZAF;ZE
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-4;00000687;MATAHUASI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;NUEVE DE JULIO;GD-3;00000690;NUEVE DE JULIO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ORCOTUNA;GD-4;00000751;ORCOTUNA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SANTA ROSA DE
OCOPA";GD-3;00000691;"SANTA ROSA DE
OCOPA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000610;AUQUIMARCA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000609;AZAPAMPA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";2;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000608;CHILCA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000611;LA ESPERANZA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHUPURO;GD-4;00000612;CHUPURO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CULLHUAS;GD-5;00000615;CULLHUAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000713;BATANYACU;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000735;COCHAS CHICO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000714;"JUAN PARRA DEL
RIEGO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000705;"JUSTICIA, PAZ Y
VIDA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000715;RAMIRO PRIALE;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000707;SAN MARTIN;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUACRAPUQUIO;GD-4;00000619;HUACRAPUQUIO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUALHUAS;GD-3;00000718;HUALHUAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAN;GD-3;00000620;HUANCAN;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAN;GD-4;00000621;HUARI;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000727;LA LIBERTAD;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000728;OCOPILLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000731;PALIAN;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-3;00000729;UÑAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000732;SAN FRANCISCO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-3;00000730;VILCACOTO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUAYUCACHI;GD-3;00000622;HUAYUCACHI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;INGENIO;GD-3;00000663;INGENIO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;PILCOMAYO;GD-3;00000719;PILCOMAYO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;PUCARA;GD-3;00000624;PUCARA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;QUICHUAY;GD-3;00000665;QUICHUAY;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;QUILCAS;GD-3;00000720;QUILCAS;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAN AGUSTIN;GD-3;00000722;"SAN AGUSTIN DE
CAJAS";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;"SAN JERONIMO
DE TUNAN";GD-3;00000724;SAN JERONIMO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAÑO;GD-3;00000725;"SAN PEDRO DE
SAÑO";I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAPALLANGA;GD-4;00000630;LA PUNTA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SAPALLANGA;GD-3;00000629;SAPALLANGA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;SICAYA;GD-3;00000726;SICAYA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;VIQUES;GD-4;00000635;VIQUES;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;ACOLLA;GD-4;00000379;ACOLLA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;MUQUIYAUYO;GD-3;00000403;MUQUIYAUYO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;YAULI;GD-4;00000423;YAULI - JAUJA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;COVIRIALI;GD-4;00000485;COVIRIALI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;MAZAMARI;GD-4;00000434;MAZAMARI;I-4;"SIN
PRESUPUESTO";NO;SI
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-4;00000443;"SAN RAMON DE
PANGOA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;RIO NEGRO;GD-4;00000495;RIO NEGRO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;RIO NEGRO;GD-4;00000506;UNION CAPIRI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;RIO TAMBO;GD-5;00000469;PUERTO OCOPA;I-3;"SIN
PRESUPUESTO";NO;SI
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;HUAY HUAY;GD-4;00000430;HUAYHUAY;I-2;"SIN
PRESUPUESTO";SI;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;LA OROYA;GD-4;00000560;HUAYNACANCHA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;LA OROYA;GD-4;00000559;LA OROYA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;"MARCAPOMACO
CHA";GD-4;00000561;"MARCAPOMACOCH
A";I-2;"SIN
PRESUPUESTO";SI;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;MOROCOCHA;GD-4;00000563;MOROCOCHA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;"SANTA ROSA DE
SACCO";GD-4;00000566;"SANTA ROSA DE
SACCO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;MEDICINA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;YAULI;GD-3;00000567;YAULI - LA OROYA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;"MEDICINA
VETERINARIA";"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHUPACA;GD-3;00000646;"PEDRO SANCHEZ
MEZA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;"MEDICINA
VETERINARIA";"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;"MEDICINA
VETERINARIA";"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000608;CHILCA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;"MEDICINA
VETERINARIA";"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000705;"JUSTICIA, PAZ Y
VIDA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;"MEDICINA
VETERINARIA";"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000727;LA LIBERTAD;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-3;00000318;VILLA PERENE;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PICHANAQUI;GD-4;00000340;"HOSPITAL DE
APOYO PICHANAKI";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;SAN RAMON;GD-3;00000354;SAN RAMON;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHUPACA;GD-3;00000646;"PEDRO SANCHEZ
MEZA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";2;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHILCA;GD-3;00000608;CHILCA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000705;"JUSTICIA, PAZ Y
VIDA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;HUANCAYO;GD-2;00000727;LA LIBERTAD;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";2;JUNIN;"GOBIERNO
REGIONAL";JUNIN;JAUJA;JAUJA;GD-3;00000365;"HOSPITAL
DOMINGO
OLAVEGOYA";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;PANGOA;GD-4;00000442;"HOSPITAL SAN
MARTIN DE
PANGOA";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;SATIPO;SATIPO;GD-3;00000432;"HOSPITAL DE
APOYO MANUEL
HIGA ARAKAKI";II-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;NUTRICION;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;YAULI;LA OROYA;GD-4;00000559;LA OROYA;I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;CHANCHAMAYO;GD-3;00033149;LA MERCED;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-4;00006716;CIUDAD SATELITE;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;PERENE;GD-4;00000320;PUERTO YURINAKI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHANCHAMAYO;"SAN LUIS DE
SHUARO";GD-3;00000314;"SAN LUIS DE
SHUARO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;AHUAC;GD-3;00000647;AHUAC;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;CHUPACA;GD-3;00000646;"PEDRO SANCHEZ
MEZA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;HUACHAC;GD-3;00000651;HUACHAC;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;"HUAMANCACA
CHICO";GD-4;00000655;"HUAMANCACA
CHICO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;"SAN JUAN DE
YSCOS";GD-4;00000656;"SAN JUAN DE
ISCOS";I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;"SAN JUAN DE
YSCOS";GD-4;00000658;TINYARI GRANDE;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CHUPACA;"TRES DE
DICIEMBRE";GD-3;00000660;"TRES DE
DICIEMBRE";I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ACO;GD-4;00000745;ACO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ACO;GD-4;00000746;QUICHA CHICO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ACO;GD-4;00000747;QUICHA GRANDE;I-1;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;CONCEPCION;GD-4;00000671;"DAVID GUERRERO
DUARTE";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"HEROINAS
TOLEDO";GD-4;00000685;"HEROINAS
TOLEDO";I-1;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-3;00000688;MARAVILCA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-4;00000687;MATAHUASI;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MATAHUASI;GD-4;00000689;YANAMUCLO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MITO;GD-3;00000750;MATAHULO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MITO;GD-3;00000748;MITO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;MITO;GD-4;00000749;SAN LUIS YAICO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;NUEVE DE JULIO;GD-3;00000690;NUEVE DE JULIO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ORCOTUNA;GD-4;00000751;ORCOTUNA;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;ORCOTUNA;GD-5;00000752;VICSO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SAN JOSE DE
QUERO";GD-4;00000642;CHAQUICOCHA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SAN JOSE DE
QUERO";GD-5;00000645;USIBAMBA;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;CONCEPCION;"SANTA ROSA DE
OCOPA";GD-3;00000691;"SANTA ROSA DE
OCOPA";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;CHONGOS ALTO;GD-4;00000700;CHONGOS ALTO;I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000712;AZA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000713;BATANYACU;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000735;COCHAS CHICO;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000734;COCHAS GRANDE;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000733;CULLPA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000716;HUALAHOYO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000710;INCHO;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000714;"JUAN PARRA DEL
RIEGO";I-3;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000705;"JUSTICIA, PAZ Y
VIDA";I-4;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000717;LA VICTORIA;I-1;"SIN
PRESUPUESTO";SI;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-3;00000708;PACCHA;I-1;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000715;RAMIRO PRIALE;I-2;"SIN
PRESUPUESTO";NO;NO
JUNIN;OBSTETRICIA;"SEDE
CENTRAL";1;JUNIN;"GOBIERNO
REGIONAL";JUNIN;HUANCAYO;EL TAMBO;GD-2;00000707;SAN MARTIN;I-3;"SIN
PRESUPUESTO";NO;NO
